DeviceID,Latitude,Longitude,Timestamp
D00667,16.283203,80.431644,2026-09-09 22:58:44.731058
D00076,16.309048,80.434537,2026-09-09 22:59:06.769098
D00343,16.278659,80.462445,2026-09-09 22:59:14.214228
D00604,16.298627,80.443344,2026-09-09 22:59:22.629231
D00755,16.300778,80.436862,2026-09-09 22:59:28.908665
D00590,16.310844,80.430874,2026-09-09 22:59:38.607312
D00649,16.29917,80.432943,2026-09-09 22:59:39.700456
D00541,16.309732,80.447321,2026-09-09 22:59:57.528291
D00887,16.310245,80.44354,2026-09-09 23:00:14.160704
D00244,16.304018,80.435442,2026-09-09 23:00:19.047877
D00181,16.315355,80.43047,2026-09-09 23:00:43.948446
D00986,16.319236,80.435062,2026-09-09 23:00:49.339255
D00209,16.316091,80.430584,2026-09-09 23:01:05.990323
D00695,16.288395,80.41659,2026-09-09 23:01:08.787689
D00334,16.305209,80.437085,2026-09-09 23:01:16.200713
D00485,16.295717,80.433673,2026-09-09 23:01:22.436590
D00191,16.306805,80.430581,2026-09-09 23:01:40.963057
D00052,16.302972,80.439356,2026-09-09 23:02:00.726326
D00089,16.307538,80.450157,2026-09-09 23:02:52.794636
D00333,16.306344,80.435761,2026-09-09 23:03:13.198713
D00708,16.309838,80.42039,2026-09-09 23:03:21.816852
D00017,16.311863,80.425695,2026-09-09 23:03:32.666944
D00287,16.309732,80.436344,2026-09-09 23:03:51.120846
D00197,16.304844,80.42776,2026-09-09 23:03:54.971882
D00089,16.303086,80.442156,2026-09-09 23:04:06.794636
D00050,16.312166,80.431789,2026-09-09 23:04:11.723815
D00448,16.308965,80.440799,2026-09-09 23:04:14.377682
D00561,16.300809,80.439059,2026-09-09 23:04:43.560492
D00157,16.28479,80.450754,2026-09-09 23:04:50.906928
D00158,16.307241,80.431159,2026-09-09 23:05:19.907989
D00198,16.30352,80.441514,2026-09-09 23:05:23.973881
D00720,16.304322,80.432905,2026-09-09 23:05:24.838641
D00578,16.285569,80.434881,2026-09-09 23:05:25.587244
D00851,16.307763,80.439081,2026-09-09 23:05:32.095489
D00125,16.294603,80.418677,2026-09-09 23:05:50.853413
D00609,16.302884,80.431973,2026-09-09 23:05:53.636850
D00649,16.323586,80.445468,2026-09-09 23:06:32.700456
D00408,16.320896,80.434589,2026-09-09 23:06:35.319671
D00141,16.299384,80.449826,2026-09-09 23:06:37.881014
D00994,16.317864,80.442338,2026-09-09 23:06:45.352824
D00072,16.310505,80.441299,2026-09-09 23:06:49.761585
D00796,16.304932,80.437843,2026-09-09 23:06:55.993557
D00044,16.308546,80.444906,2026-09-09 23:07:18.713300
D00931,16.30577,80.419868,2026-09-09 23:07:30.244607
D00077,16.300448,80.459476,2026-09-09 23:07:38.770096
D00583,16.305076,80.442234,2026-09-09 23:07:45.595474
D00525,16.315305,80.425891,2026-09-09 23:07:49.500527
D00765,16.315687,80.447102,2026-09-09 23:07:49.927716
D00456,16.315767,80.441811,2026-09-09 23:08:16.390400
D00554,16.316219,80.45289,2026-09-09 23:08:53.551532
D00970,16.317314,80.436011,2026-09-09 23:08:57.315713
D00255,16.311207,80.447203,2026-09-09 23:09:25.067012
D00643,16.302143,80.426176,2026-09-09 23:09:34.690859
D00694,16.307528,80.448542,2026-09-09 23:09:37.783834
D00676,16.312524,80.433939,2026-09-09 23:09:48.745778
D00284,16.303248,80.438461,2026-09-09 23:09:51.115731
D00045,16.294566,80.429352,2026-09-09 23:10:18.715299
D00405,16.307789,80.438945,2026-09-09 23:10:36.314048
D00263,16.310948,80.432967,2026-09-09 23:11:15.079850
D00157,16.301086,80.443586,2026-09-09 23:11:24.906928
D00358,16.305335,80.434164,2026-09-09 23:11:32.239061
D00164,16.32282,80.466665,2026-09-09 23:11:49.917601
D00666,16.305244,80.436446,2026-09-09 23:12:02.730058
D00565,16.317445,80.448563,2026-09-09 23:12:43.566211
D00654,16.318655,80.433554,2026-09-09 23:12:43.708234
D00580,16.308727,80.434609,2026-09-09 23:13:05.591249
D00036,16.311631,80.430397,2026-09-09 23:13:14.698784
D00372,16.311237,80.431174,2026-09-09 23:13:28.262100
D00224,16.308897,80.431781,2026-09-09 23:13:32.016557
D00026,16.300175,80.423,2026-09-09 23:14:17.682461
D00039,16.287177,80.42191,2026-09-09 23:14:21.703783
D00820,16.310941,80.441429,2026-09-09 23:14:24.038635
D00377,16.306124,80.439102,2026-09-09 23:14:25.268609
D00286,16.293325,80.446611,2026-09-09 23:14:43.118836
D00051,16.313125,80.442885,2026-09-09 23:14:45.725321
D00599,16.303709,80.433819,2026-09-09 23:14:51.621283
D00107,16.298073,80.452567,2026-09-09 23:14:55.825275
D00694,16.309738,80.425564,2026-09-09 23:14:56.783834
D00253,16.308887,80.42973,2026-09-09 23:15:08.063501
D00986,16.320222,80.439624,2026-09-09 23:15:49.339255
D00797,16.314814,80.439117,2026-09-09 23:15:49.996063
D00197,16.305104,80.437466,2026-09-09 23:16:07.971882
D00932,16.310589,80.436037,2026-09-09 23:16:09.247121
D00293,16.306,80.431209,2026-09-09 23:16:23.130576
D00111,16.297064,80.419277,2026-09-09 23:16:43.831303
D00179,16.300472,80.449872,2026-09-09 23:16:46.944738
D00422,16.303262,80.451293,2026-09-09 23:16:50.340714
D00984,16.307337,80.437184,2026-09-09 23:17:28.336246
D00424,16.329903,80.463554,2026-09-09 23:17:28.343814
D00659,16.311745,80.438137,2026-09-09 23:17:47.715468
D00339,16.30489,80.447388,2026-09-09 23:17:54.208228
D00917,16.29633,80.438229,2026-09-09 23:18:03.217821
D00280,16.308699,80.443453,2026-09-09 23:18:09.110121
D00525,16.315084,80.426507,2026-09-09 23:18:26.500527
D00816,16.309295,80.435876,2026-09-09 23:18:31.031367
D00332,16.307968,80.451285,2026-09-09 23:18:32.197714
D00033,16.307017,80.441821,2026-09-09 23:18:42.692481
D00922,16.297746,80.442026,2026-09-09 23:19:11.228344
D00329,16.298395,80.437396,2026-09-09 23:19:30.192089
D00883,16.292524,80.414524,2026-09-09 23:20:03.153182
D00749,16.314519,80.426526,2026-09-09 23:20:04.899120
D00915,16.309499,80.439797,2026-09-09 23:20:05.214305
D00838,16.306285,80.415094,2026-09-09 23:20:24.070712
D00093,16.309957,80.421021,2026-09-09 23:21:09.801689
D00054,16.287845,80.421607,2026-09-09 23:21:20.730343
D00756,16.303931,80.439408,2026-09-09 23:21:34.909668
D00531,16.318224,80.450222,2026-09-09 23:21:35.510379
D00734,16.299371,80.446827,2026-09-09 23:21:36.867184
D00096,16.313903,80.435752,2026-09-09 23:21:44.806194
D00608,16.315199,80.454898,2026-09-09 23:22:02.634234
D00165,16.315975,80.439391,2026-09-09 23:22:30.920605
D00673,16.323756,80.43877,2026-09-09 23:22:33.740676
D00500,16.316541,80.44367,2026-09-09 23:22:49.461624
D00206,16.313907,80.431033,2026-09-09 23:22:58.985606
D00188,16.311613,80.431053,2026-09-09 23:23:20.958169
D00806,16.307156,80.434119,2026-09-09 23:23:21.013610
D00508,16.303686,80.437772,2026-09-09 23:23:45.472345
D00535,16.309956,80.438801,2026-09-09 23:24:02.516668
D00533,16.305091,80.44117,2026-09-09 23:24:03.513329
D00063,16.303486,80.428416,2026-09-09 23:24:14.745549
D00036,16.311822,80.444261,2026-09-09 23:24:17.698784
D00106,16.306009,80.43933,2026-09-09 23:25:24.823747
D00210,16.303928,80.437267,2026-09-09 23:25:50.990323
D00981,16.300879,80.43836,2026-09-09 23:25:51.331744
D00496,16.313588,80.454326,2026-09-09 23:25:57.455517
D00083,16.309163,80.433901,2026-09-09 23:26:07.782610
D00253,16.316357,80.432376,2026-09-09 23:26:56.063501
D00784,16.297142,80.447871,2026-09-09 23:27:13.968536
D00351,16.322242,80.432858,2026-09-09 23:27:20.228363
D00095,16.313025,80.436726,2026-09-09 23:27:20.804689
D00990,16.322158,80.429368,2026-09-09 23:27:38.346811
D00092,16.282306,80.422097,2026-09-09 23:27:55.799689
D00995,16.308032,80.434454,2026-09-09 23:28:01.355348
D00220,16.309162,80.433315,2026-09-09 23:28:03.007839
D00978,16.308855,80.418975,2026-09-09 23:28:14.327744
D00526,16.299702,80.432326,2026-09-09 23:28:19.502423
D00254,16.305695,80.434133,2026-09-09 23:28:33.064501
D00433,16.300906,80.44078,2026-09-09 23:28:39.356141
D00404,16.293211,80.439757,2026-09-09 23:28:41.313048
D00278,16.315741,80.436221,2026-09-09 23:28:48.107013
D00525,16.314864,80.428717,2026-09-09 23:28:48.500527
D00523,16.308672,80.450451,2026-09-09 23:28:53.497529
D00974,16.298673,80.436652,2026-09-09 23:29:01.321227
D00868,16.317905,80.431718,2026-09-09 23:29:15.124577
D00896,16.303202,80.436606,2026-09-09 23:29:20.177224
D00880,16.303301,80.432375,2026-09-09 23:29:27.148183
D00107,16.325723,80.441493,2026-09-09 23:29:43.825275
D00877,16.312577,80.442342,2026-09-09 23:29:50.140658
D00287,16.309235,80.439778,2026-09-09 23:29:55.120846
D00175,16.320356,80.434692,2026-09-09 23:30:18.937630
D00944,16.298708,80.444499,2026-09-09 23:30:28.266147
D00810,16.293604,80.438065,2026-09-09 23:30:55.020825
D00204,16.304588,80.421263,2026-09-09 23:30:58.982605
D00784,16.308658,80.455185,2026-09-09 23:31:03.968536
D00962,16.296085,80.436256,2026-09-09 23:31:14.299198
D00087,16.295317,80.430398,2026-09-09 23:31:36.789125
D00945,16.311273,80.44111,2026-09-09 23:32:08.268154
D00752,16.313272,80.439686,2026-09-09 23:32:16.904122
D00966,16.309594,80.434663,2026-09-09 23:32:48.306709
D00250,16.2993,80.440885,2026-09-09 23:32:59.058502
D00182,16.317249,80.430832,2026-09-09 23:33:23.950451
D00479,16.307099,80.44148,2026-09-09 23:33:40.425850
D00258,16.300648,80.433616,2026-09-09 23:33:53.072131
D00570,16.314019,80.442416,2026-09-09 23:33:56.574211
D00446,16.311742,80.43225,2026-09-09 23:33:58.373967
D00419,16.299919,80.440434,2026-09-09 23:34:11.336716
D00939,16.302888,80.439006,2026-09-09 23:34:27.258642
D00700,16.30263,80.431967,2026-09-09 23:34:47.802863
D00795,16.31486,80.440722,2026-09-09 23:34:50.991044
D00579,16.300528,80.435919,2026-09-09 23:34:59.589249
D00284,16.300318,80.439219,2026-09-09 23:35:09.115731
D00338,16.305526,80.452248,2026-09-09 23:35:13.206218
D00792,16.310114,80.438461,2026-09-09 23:35:15.985702
D00630,16.311426,80.44092,2026-09-09 23:35:22.670343
D00997,16.298697,80.444364,2026-09-09 23:36:19.357373
D00066,16.300838,80.434133,2026-09-09 23:36:33.751065
D00325,16.299879,80.443184,2026-09-09 23:36:54.186370
D00611,16.313298,80.433538,2026-09-09 23:37:13.638955
D00352,16.304192,80.435574,2026-09-09 23:37:24.229361
D00746,16.307706,80.432245,2026-09-09 23:37:28.890070
D00437,16.309129,80.438954,2026-09-09 23:37:59.362248
D00558,16.298099,80.432708,2026-09-09 23:38:02.556150
D00510,16.315329,80.427695,2026-09-09 23:38:24.475349
D00022,16.300944,80.439356,2026-09-09 23:38:27.675453
D00941,16.303355,80.444477,2026-09-09 23:38:30.261643
D00647,16.319934,80.437224,2026-09-09 23:38:54.697466
D00334,16.314936,80.447615,2026-09-09 23:38:57.200713
D00892,16.307274,80.435971,2026-09-09 23:39:05.170732
D00660,16.292348,80.44216,2026-09-09 23:39:32.717568
D00005,16.306944,80.437224,2026-09-09 23:39:58.639665
D00598,16.306816,80.447956,2026-09-09 23:40:08.620319
D00789,16.306807,80.446856,2026-09-09 23:40:17.979707
D00389,16.295497,80.436004,2026-09-09 23:40:23.289303
D00799,16.314004,80.411281,2026-09-09 23:40:28.999074
D00431,16.308832,80.450435,2026-09-09 23:40:41.353538
D00993,16.317944,80.442195,2026-09-09 23:40:42.351825
D00501,16.303813,80.43207,2026-09-09 23:40:54.462622
D00623,16.314333,80.438223,2026-09-09 23:40:54.660509
D00532,16.296673,80.442495,2026-09-09 23:41:00.511331
D00550,16.317415,80.447919,2026-09-09 23:41:00.543808
D00303,16.305572,80.452318,2026-09-09 23:41:22.147810
D00689,16.334433,80.425517,2026-09-09 23:41:30.773274
D00898,16.30784,80.438164,2026-09-09 23:41:49.181221
D00845,16.30649,80.428979,2026-09-09 23:41:53.083910
D00629,16.316428,80.436583,2026-09-09 23:41:59.669341
D00781,16.31349,80.438225,2026-09-09 23:41:59.963047
D00485,16.303832,80.439581,2026-09-09 23:42:10.436590
D00741,16.304008,80.437445,2026-09-09 23:42:43.881811
D00264,16.311778,80.43669,2026-09-09 23:42:53.081849
D00834,16.300143,80.454079,2026-09-09 23:42:55.064513
D00881,16.318068,80.431047,2026-09-09 23:43:31.150182
D00266,16.319042,80.434434,2026-09-09 23:43:33.085461
D00603,16.30705,80.428657,2026-09-09 23:43:34.628230
D00465,16.30209,80.438263,2026-09-09 23:44:03.404315
D00008,16.292217,80.440425,2026-09-09 23:44:09.650868
D00736,16.311411,80.441298,2026-09-09 23:44:13.871190
D00302,16.318617,80.451083,2026-09-09 23:44:21.145697
D00589,16.292911,80.441249,2026-09-09 23:44:21.605588
D00430,16.313699,80.441391,2026-09-09 23:44:30.351538
D00368,16.301012,80.441431,2026-09-09 23:44:36.255480
D00849,16.308642,80.439606,2026-09-09 23:44:47.090438
D00788,16.305865,80.437081,2026-09-09 23:45:09.975555
D00862,16.287748,80.451809,2026-09-09 23:45:26.116578
D00135,16.307261,80.441958,2026-09-09 23:45:29.870516
D00244,16.308133,80.429467,2026-09-09 23:45:43.047877
D00549,16.31487,80.440316,2026-09-09 23:46:08.542700
D00989,16.324009,80.432267,2026-09-09 23:46:18.345277
D00174,16.312261,80.446205,2026-09-09 23:46:18.936626
D00308,16.315696,80.439226,2026-09-09 23:46:50.158222
D00707,16.319428,80.435589,2026-09-09 23:46:55.814341
D00039,16.29142,80.424045,2026-09-09 23:47:03.703783
D00278,16.308485,80.428944,2026-09-09 23:47:32.107013
D00881,16.324855,80.432244,2026-09-09 23:47:35.150182
D00839,16.290857,80.439352,2026-09-09 23:47:37.072713
D00989,16.309594,80.436897,2026-09-09 23:47:37.345277
D00518,16.315429,80.441859,2026-09-09 23:47:38.488781
D00764,16.306077,80.432267,2026-09-09 23:47:45.925697
D00108,16.304286,80.43555,2026-09-09 23:48:02.827313
D00161,16.326896,80.44094,2026-09-09 23:48:02.912985
D00367,16.287273,80.451002,2026-09-09 23:48:20.253480
D00547,16.303886,80.431302,2026-09-09 23:48:32.538706
D00969,16.311314,80.449276,2026-09-09 23:48:39.313713
D00352,16.30114,80.445341,2026-09-09 23:48:52.229361
D00106,16.282033,80.429283,2026-09-09 23:49:30.823747
D00882,16.305587,80.445878,2026-09-09 23:49:31.151183
D00025,16.307994,80.434403,2026-09-09 23:49:37.680475
D00307,16.317937,80.442671,2026-09-09 23:49:44.156212
D00862,16.291054,80.453132,2026-09-09 23:49:49.116578
D00992,16.306387,80.43085,2026-09-09 23:49:56.349831
D00464,16.300502,80.434926,2026-09-09 23:50:01.403315
D00866,16.30826,80.439704,2026-09-09 23:50:10.122577
D00746,16.30128,80.448235,2026-09-09 23:50:14.890070
D00192,16.304197,80.429598,2026-09-09 23:50:43.964159
D00927,16.308837,80.429137,2026-09-09 23:51:04.236603
D00857,16.304362,80.434793,2026-09-09 23:51:32.107044
D00083,16.309606,80.434706,2026-09-09 23:51:36.782610
D00279,16.306344,80.436201,2026-09-09 23:51:39.109018
D00409,16.308984,80.43409,2026-09-09 23:52:01.321666
D00588,16.313127,80.448017,2026-09-09 23:52:05.603587
D00375,16.300256,80.432917,2026-09-09 23:52:10.266609
D00440,16.325537,80.431215,2026-09-09 23:52:10.365861
D00061,16.317607,80.431714,2026-09-09 23:52:12.741547
D00585,16.31326,80.43375,2026-09-09 23:52:15.598587
D00195,16.298783,80.43912,2026-09-09 23:52:16.969882
D00969,16.307468,80.448491,2026-09-09 23:52:45.313713
D00970,16.31478,80.433768,2026-09-09 23:52:57.315713
D00395,16.295399,80.458786,2026-09-09 23:53:11.299434
D00200,16.280665,80.417727,2026-09-09 23:53:12.976502
D00456,16.323558,80.416962,2026-09-09 23:53:29.390400
D00254,16.304556,80.441204,2026-09-09 23:53:34.064501
D00837,16.30278,80.425002,2026-09-09 23:53:37.069719
D00196,16.313219,80.438694,2026-09-09 23:53:39.970877
D00242,16.300881,80.416045,2026-09-09 23:53:41.044549
D00003,16.299649,80.449832,2026-09-09 23:53:50.634123
D00171,16.30454,80.429031,2026-09-09 23:54:20.931225
D00264,16.305677,80.429406,2026-09-09 23:54:27.081849
D00396,16.30651,80.438064,2026-09-09 23:54:36.300432
D00384,16.303022,80.42898,2026-09-09 23:54:40.280745
D00508,16.292316,80.434396,2026-09-09 23:54:52.472345
D00371,16.300475,80.437864,2026-09-09 23:55:00.260036
D00707,16.306741,80.437418,2026-09-09 23:55:11.814341
D00040,16.304847,80.426685,2026-09-09 23:55:34.705288
D00635,16.305136,80.431271,2026-09-09 23:55:37.678642
D00353,16.307891,80.432418,2026-09-09 23:55:54.231357
D00445,16.300373,80.428782,2026-09-09 23:57:02.372970
D00276,16.31469,80.42502,2026-09-09 23:57:25.103504
D00487,16.315036,80.442922,2026-09-09 23:57:37.438693
D00541,16.301905,80.433079,2026-09-09 23:57:40.528291
D00842,16.30225,80.409732,2026-09-09 23:57:56.078894
D00799,16.314089,80.434494,2026-09-09 23:57:57.999074
D00514,16.308142,80.442164,2026-09-09 23:58:14.482255
D00062,16.299063,80.431966,2026-09-09 23:58:16.742546
D00404,16.312948,80.440857,2026-09-09 23:58:28.313048
D00924,16.313058,80.457247,2026-09-09 23:58:33.231371
D00354,16.295852,80.429343,2026-09-09 23:59:29.232365
D00118,16.321653,80.415011,2026-09-09 23:59:50.843859
D00557,16.311558,80.437341,2026-09-09 23:59:54.554540
D00991,16.290899,80.438653,2026-09-10 00:00:02.347825
D00572,16.29913,80.425695,2026-09-10 00:00:25.578735
D00682,16.285094,80.44533,2026-09-10 00:00:28.758804
D00295,16.299609,80.445417,2026-09-10 00:00:45.133473
D00109,16.296882,80.439582,2026-09-10 00:00:48.828306
D00909,16.285873,80.430083,2026-09-10 00:01:26.201777
D00663,16.290226,80.431842,2026-09-10 00:01:55.722579
D00407,16.301981,80.437515,2026-09-10 00:02:01.317558
D00149,16.310566,80.437433,2026-09-10 00:02:30.894560
D00115,16.289681,80.437196,2026-09-10 00:02:43.837850
D00096,16.307187,80.434854,2026-09-10 00:02:45.806194
D00568,16.30594,80.448044,2026-09-10 00:03:17.572212
D00066,16.296101,80.440853,2026-09-10 00:03:21.751065
D00602,16.308709,80.441927,2026-09-10 00:03:23.625892
D00929,16.307009,80.442159,2026-09-10 00:03:29.240626
D00459,16.306052,80.426793,2026-09-10 00:03:56.395700
D00443,16.300477,80.434529,2026-09-10 00:03:58.370966
D00994,16.306006,80.428448,2026-09-10 00:04:14.352824
D00470,16.298829,80.438434,2026-09-10 00:04:15.412829
D00958,16.313612,80.437227,2026-09-10 00:04:17.291175
D00236,16.304622,80.441227,2026-09-10 00:04:19.033935
D00318,16.303898,80.438962,2026-09-10 00:04:25.175642
D00041,16.31605,80.446581,2026-09-10 00:04:35.708297
D00396,16.316699,80.43185,2026-09-10 00:04:42.300432
D00028,16.303801,80.436883,2026-09-10 00:05:17.685459
D00731,16.300835,80.442311,2026-09-10 00:05:35.861669
D00868,16.302309,80.412983,2026-09-10 00:06:03.124577
D00815,16.300212,80.439415,2026-09-10 00:06:27.030367
D00407,16.299745,80.434826,2026-09-10 00:06:42.317558
D00046,16.297339,80.431594,2026-09-10 00:07:13.716810
D00227,16.310026,80.441846,2026-09-10 00:07:43.020661
D00415,16.301712,80.431761,2026-09-10 00:07:53.331096
D00013,16.291197,80.438817,2026-09-10 00:08:03.658449
D00640,16.306948,80.431564,2026-09-10 00:08:05.686750
D00246,16.304389,80.440624,2026-09-10 00:08:12.050874
D00431,16.310805,80.423444,2026-09-10 00:08:19.353538
D00727,16.300453,80.43603,2026-09-10 00:08:30.854159
D00787,16.284133,80.441192,2026-09-10 00:08:43.973564
D00397,16.303202,80.423556,2026-09-10 00:08:46.301431
D00301,16.299917,80.433443,2026-09-10 00:09:07.144090
D00490,16.297847,80.433459,2026-09-10 00:09:27.443910
D00238,16.304696,80.433894,2026-09-10 00:09:35.037547
D00157,16.29617,80.452027,2026-09-10 00:09:51.906928
D00561,16.30517,80.448973,2026-09-10 00:10:27.560492
D00981,16.301497,80.435819,2026-09-10 00:10:51.331744
D00855,16.307707,80.436029,2026-09-10 00:10:54.103496
D00441,16.302505,80.429902,2026-09-10 00:11:03.366971
D00149,16.310768,80.437325,2026-09-10 00:11:03.894560
D00005,16.281543,80.431326,2026-09-10 00:11:15.639665
D00398,16.313446,80.443273,2026-09-10 00:11:26.302434
D00755,16.289728,80.427205,2026-09-10 00:11:33.908665
D00073,16.294546,80.444072,2026-09-10 00:11:47.763584
D00732,16.28859,80.426905,2026-09-10 00:12:19.863671
D00246,16.307987,80.435129,2026-09-10 00:12:30.050874
D00084,16.270294,80.449945,2026-09-10 00:12:30.783610
D00704,16.308178,80.432442,2026-09-10 00:12:32.809341
D00785,16.309581,80.430098,2026-09-10 00:12:32.970536
D00374,16.305652,80.434681,2026-09-10 00:12:36.265602
D00951,16.298001,80.438041,2026-09-10 00:12:53.280662
D00010,16.312731,80.424724,2026-09-10 00:13:05.653894
D00646,16.30125,80.447323,2026-09-10 00:13:27.695416
D00728,16.304056,80.420493,2026-09-10 00:13:32.855663
D00266,16.300146,80.436479,2026-09-10 00:13:35.085461
D00339,16.310702,80.438777,2026-09-10 00:13:37.208228
D00410,16.312764,80.4389,2026-09-10 00:13:48.323669
D00613,16.304466,80.434242,2026-09-10 00:14:18.641951
D00448,16.312951,80.430747,2026-09-10 00:14:44.377682
D00588,16.32693,80.43333,2026-09-10 00:15:03.603587
D00840,16.319405,80.432868,2026-09-10 00:15:23.073728
D00331,16.309054,80.417063,2026-09-10 00:15:53.195702
D00286,16.305016,80.447519,2026-09-10 00:16:35.118836
D00208,16.303669,80.435896,2026-09-10 00:16:35.988323
D00477,16.311853,80.441033,2026-09-10 00:16:46.422346
D00350,16.304164,80.439391,2026-09-10 00:16:47.227371
D00096,16.307395,80.438159,2026-09-10 00:16:52.806194
D00230,16.306934,80.439336,2026-09-10 00:16:53.025557
D00911,16.316664,80.411326,2026-09-10 00:16:55.203793
D00698,16.316123,80.433257,2026-09-10 00:17:06.798731
D00583,16.297051,80.442079,2026-09-10 00:17:33.595474
D00794,16.273071,80.430678,2026-09-10 00:18:19.989045
D00817,16.297856,80.449728,2026-09-10 00:18:47.033350
D00162,16.31022,80.435865,2026-09-10 00:18:51.913987
D00888,16.309207,80.432466,2026-09-10 00:19:09.163699
D00696,16.31667,80.429832,2026-09-10 00:19:11.789696
D00486,16.303241,80.421937,2026-09-10 00:19:16.437694
D00611,16.299998,80.448533,2026-09-10 00:19:16.638955
D00798,16.30244,80.447692,2026-09-10 00:19:58.997069
D00529,16.31354,80.418972,2026-09-10 00:20:07.505527
D00542,16.296187,80.430528,2026-09-10 00:20:09.530185
D00390,16.313716,80.425128,2026-09-10 00:20:13.290259
D00532,16.308018,80.449774,2026-09-10 00:20:21.511331
D00177,16.314819,80.43233,2026-09-10 00:20:23.940630
D00172,16.314714,80.435797,2026-09-10 00:20:26.933118
D00681,16.309661,80.439883,2026-09-10 00:20:30.755689
D00245,16.30078,80.432779,2026-09-10 00:20:31.049874
D00226,16.308535,80.44092,2026-09-10 00:20:41.018662
D00945,16.307089,80.439274,2026-09-10 00:21:03.268154
D00250,16.306962,80.435916,2026-09-10 00:21:13.058502
D00873,16.296042,80.429364,2026-09-10 00:21:37.135621
D00516,16.284543,80.45322,2026-09-10 00:21:51.485658
D00041,16.315227,80.443431,2026-09-10 00:22:00.708297
D00315,16.313749,80.432957,2026-09-10 00:22:03.170037
D00859,16.30759,80.436121,2026-09-10 00:22:15.111050
D00174,16.301085,80.433305,2026-09-10 00:22:27.936626
D00109,16.312527,80.431701,2026-09-10 00:22:44.828306
D00380,16.303807,80.42822,2026-09-10 00:22:58.274609
D00862,16.311576,80.440099,2026-09-10 00:23:04.116578
D00134,16.30334,80.443223,2026-09-10 00:23:09.868516
D00993,16.308338,80.433381,2026-09-10 00:23:24.351825
D00345,16.3467,80.449656,2026-09-10 00:23:44.217743
D00820,16.307925,80.429366,2026-09-10 00:24:18.038635
D00599,16.312295,80.436798,2026-09-10 00:24:36.621283
D00550,16.320291,80.438697,2026-09-10 00:24:56.543808
D00174,16.303232,80.419925,2026-09-10 00:25:23.936626
D00342,16.309069,80.423826,2026-09-10 00:26:06.213228
D00657,16.293822,80.428029,2026-09-10 00:26:10.713850
D00516,16.302425,80.443053,2026-09-10 00:26:17.485658
D00485,16.3063,80.433889,2026-09-10 00:26:26.436590
D00262,16.313948,80.431866,2026-09-10 00:26:35.078846
D00501,16.308124,80.448958,2026-09-10 00:26:35.462622
D00267,16.341682,80.437591,2026-09-10 00:26:53.087470
D00697,16.311132,80.44864,2026-09-10 00:27:24.794214
D00839,16.301969,80.436917,2026-09-10 00:27:26.072713
D00393,16.301333,80.439626,2026-09-10 00:27:29.295705
D00611,16.298902,80.43233,2026-09-10 00:27:46.638955
D00198,16.310655,80.456613,2026-09-10 00:27:59.973881
D00966,16.314321,80.436051,2026-09-10 00:28:10.306709
D00418,16.311693,80.428219,2026-09-10 00:28:55.334100
D00689,16.302536,80.435858,2026-09-10 00:28:55.773274
D00988,16.298877,80.428179,2026-09-10 00:29:05.343257
D00139,16.30684,80.439409,2026-09-10 00:29:33.878014
D00554,16.309558,80.435122,2026-09-10 00:29:44.551532
D00647,16.31088,80.418696,2026-09-10 00:29:53.697466
D00752,16.305663,80.44493,2026-09-10 00:30:05.904122
D00801,16.29989,80.438319,2026-09-10 00:30:10.003108
D00447,16.303423,80.464539,2026-09-10 00:30:28.376576
D00974,16.310095,80.435777,2026-09-10 00:31:01.321227
D00052,16.309631,80.433913,2026-09-10 00:31:01.726326
D00063,16.298261,80.436733,2026-09-10 00:31:22.745549
D00935,16.328824,80.411569,2026-09-10 00:31:36.251125
D00070,16.298427,80.44262,2026-09-10 00:31:42.757578
D00896,16.303866,80.437257,2026-09-10 00:31:51.177224
D00325,16.313636,80.434796,2026-09-10 00:31:58.186370
D00645,16.310749,80.430895,2026-09-10 00:32:23.693848
D00909,16.304615,80.436332,2026-09-10 00:33:06.201777
D00901,16.314011,80.439319,2026-09-10 00:33:18.185723
D00975,16.309721,80.449851,2026-09-10 00:33:20.322226
D00792,16.326037,80.432423,2026-09-10 00:33:39.985702
D00037,16.298528,80.432757,2026-09-10 00:33:44.699783
D00296,16.315912,80.433582,2026-09-10 00:33:46.135975
D00703,16.314484,80.426829,2026-09-10 00:33:49.807342
D00863,16.299442,80.447851,2026-09-10 00:34:01.118594
D00387,16.29893,80.448867,2026-09-10 00:34:01.285746
D00820,16.304765,80.438302,2026-09-10 00:34:02.038635
D00475,16.300711,80.429487,2026-09-10 00:34:06.420346
D00159,16.309478,80.426719,2026-09-10 00:34:12.909886
D00494,16.321365,80.438583,2026-09-10 00:34:22.452811
D00004,16.315262,80.433441,2026-09-10 00:34:26.637648
D00712,16.310189,80.427817,2026-09-10 00:34:54.823850
D00036,16.295657,80.443382,2026-09-10 00:35:07.698784
D00238,16.306118,80.438296,2026-09-10 00:35:08.037547
D00591,16.304182,80.432057,2026-09-10 00:35:11.609314
D00120,16.310025,80.433541,2026-09-10 00:35:13.846396
D00498,16.303518,80.459765,2026-09-10 00:35:28.458630
D00174,16.310089,80.416847,2026-09-10 00:35:28.936626
D00317,16.30881,80.427321,2026-09-10 00:36:08.174037
D00930,16.307008,80.439903,2026-09-10 00:36:25.241606
D00215,16.310351,80.431466,2026-09-10 00:36:34.999714
D00083,16.300691,80.441194,2026-09-10 00:36:53.782610
